timestamp,ret_1,ret_3,ret_6,range_pct,hlc3,vol_chg_3,vol_z_24,atr_proxy_14,trend_slope_24,regime_vol_rank_96,liquidity_shock_12,crowding_proxy_24
2025-12-30 23:00:00+00:00,0.0,0.0,0.0,0.002286476573729686,88476.82333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31 00:00:00+00:00,-0.0025987311591991746,0.0,0.0,0.0026465194139654803,88330.98999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31 01:00:00+00:00,0.004461929528730035,0.0,0.0,0.006901913415476527,88535.15999999999,0.0,0.0,0.003939642484231617,0.0,0.0,0.0,0.0
2025-12-31 02:00:00+00:00,0.00027377533479389093,0.002125885272263206,0.0,0.0024828133739918474,88645.81333333334,-0.04593305444648277,0.0,0.0035746264953718148,0.0,0.0,0.0,0.0
2025-12-31 03:00:00+00:00,-0.0024873242994534195,0.002237819858107448,0.0,0.00498241778914559,88550.64333333333,0.12336400250053803,0.0,0.003863315494866011,0.0,0.0,0.0,0.0
2025-12-31 04:00:00+00:00,-0.0014468694349001332,-0.003657895665990951,0.0,0.002541068186084474,88399.87333333334,-0.5553856645005839,-1.6077690670561104,0.003647605787077902,0.0,0.0,-0.005852603303202271,0.0
2025-12-31 05:00:00+00:00,0.0015627501413528755,-0.002373987297234037,-0.0002531488496024803,0.0022720210202920865,88438.07333333332,0.14846094228187945,0.524796663264684,0.0034462153327773012,0.0,0.0,0.0018077917893200121,-0.01427882722846619
2025-12-31 06:00:00+00:00,0.0005632857726312057,0.0006769693839805413,0.0029163041776187892,0.0011139616679689906,88512.56666666667,-0.22389449727822575,-0.7922805023341514,0.003152986027350603,0.0,0.0,-0.002498376488385212,0.018724327367642284
2025-12-31 07:00:00+00:00,0.00113203812505569,0.003261362064175266,-0.00040846332397559415,0.0023436710049256028,88560.98666666665,0.9281196048625686,0.7266712598050553,0.003059893012080688,0.0,0.0,0.002226105927471302,0.07757056127503792
2025-12-31 08:00:00+00:00,-0.0020140358448049733,-0.000321490013518666,-0.002694714097544404,0.0038424983872271524,88520.5,-0.06340397213975024,0.2334333429571058,0.003143711203696747,0.0,0.0,0.0007332925832720053,-0.0264867670379558
2025-12-31 09:00:00+00:00,0.0025493401059428766,0.001662808096264401,0.0023409031504175726,0.0031651216274289095,88603.34000000001,0.4849787512427983,0.8674067405411979,0.00313839032439622,0.00028368229500763675,0.0,0.0027266917057904177,0.08536223640594738
